date,A005930,A000660,A035720,A035420,A051910,A006400,A005380,A068270,A114800
2010-01-04,16180.0,24100.0,14679.999999999998,60497.39400000002,224000.0,148000.0,119000.0,14124.283283541528,9385.0
2010-01-05,16440.0,23350.0,14799.999999999998,60497.39400000002,222500.0,144000.0,110000.0,14305.363838458728,9420.0
2010-01-06,16820.0,24550.0,14859.999999999998,60183.936000000016,222500.0,144500.0,111000.0,14622.254809563823,9330.0
2010-01-07,16260.0,24400.0,14679.999999999998,60340.66500000002,213000.0,137000.0,106000.0,14305.363838458728,9480.0
2010-01-08,16420.0,24650.0,14579.999999999998,58303.18800000003,216000.0,136500.0,106000.0,14486.444393375928,9430.0
2010-01-11,15940.0,24000.0,14399.999999999998,57519.54300000001,214000.0,131500.0,101500.0,14441.174254646628,9450.0
2010-01-12,16180.0,24050.0,14499.999999999998,60183.936000000016,221500.0,134500.0,103000.0,14260.093699729428,9450.0
2010-01-13,15940.0,24050.0,14359.999999999998,58616.64600000002,216500.0,135000.0,102000.0,13943.202728624328,9585.0
2010-01-14,16540.0,25450.0,14219.999999999998,57206.08500000002,225000.0,136500.0,103500.0,14079.013144812228,9495.0
2010-01-15,16840.0,26100.0,15499.999999999998,56735.89800000002,227000.0,133000.0,108000.0,15527.657584149822,9445.0
2010-01-18,16860.0,25900.0,15379.999999999998,58459.91700000002,234000.0,143000.0,108000.0,15346.57702923262,9370.0
2010-01-19,16460.0,25600.0,14999.999999999998,58146.45900000001,231000.0,138500.0,104500.0,15572.927722879118,9360.0
2010-01-20,16680.0,25400.0,14979.999999999998,58303.18800000003,225500.0,139500.0,103500.0,15391.847167961922,9370.0
2010-01-21,17000.0,25950.0,14799.999999999998,59243.56200000001,225000.0,139000.0,109000.0,15663.46800033772,9300.0
2010-01-22,16500.0,26100.0,14579.999999999998,57833.00100000001,220000.0,137000.0,109500.0,15391.847167961922,9535.0
2010-01-25,16840.0,26050.0,14419.999999999998,58930.10400000002,219000.0,137000.0,111000.0,15029.686058127525,9570.0
2010-01-26,16300.0,23600.0,14099.999999999998,58616.64600000002,209500.0,136000.0,108500.0,14531.714532105227,9780.0
2010-01-27,16000.0,23250.0,13939.999999999998,57989.73000000001,207500.0,139500.0,109000.0,14712.795087022425,9845.0
2010-01-28,16160.0,23600.0,14479.999999999998,57049.35600000002,211000.0,141500.0,113500.0,14848.605503210325,9740.0
2010-01-29,15680.0,22750.0,14119.999999999998,54228.23400000001,200000.0,136000.0,113000.0,14441.174254646628,10015.0
2010-02-01,15540.0,23100.0,14359.999999999998,52817.67300000001,204000.0,134000.0,116000.0,14169.553422270828,9970.0
2010-02-02,15440.0,22000.0,14559.999999999998,52817.67300000001,203000.0,129500.0,112000.0,15120.226335586123,10045.0
2010-02-03,15540.0,21300.0,14439.999999999998,52190.75700000001,208000.0,130000.0,112000.0,15844.54855525492,9915.0
2010-02-04,15520.0,21750.0,13999.999999999998,53914.77600000001,206500.0,131500.0,116000.0,16070.899248901418,9935.0
2010-02-05,15000.0,21300.0,13559.999999999998,52347.48600000001,205000.0,127000.0,115500.0,15572.927722879118,10245.0
2010-02-08,14960.0,21700.0,13299.999999999998,53131.13100000001,209000.0,127500.0,116000.0,15391.847167961922,10320.0
2010-02-09,15220.0,22650.0,13419.999999999998,51407.11200000001,209500.0,127500.0,116500.0,15663.46800033772,10185.0
2010-02-10,15100.0,22700.0,13839.999999999998,50466.73800000001,206000.0,127000.0,114000.0,15618.197861608418,10230.0
2010-02-11,15260.0,21950.0,14299.999999999998,52347.48600000001,209000.0,130500.0,116000.0,15708.73813906702,10025.0
2010-02-12,15000.0,21600.0,14379.999999999998,54384.96300000001,206500.0,132000.0,116000.0,15844.54855525492,10080.0
2010-02-16,15120.0,21300.0,14359.999999999998,55325.33700000002,211000.0,132500.0,117000.0,15799.278416525618,10010.0
2010-02-17,15580.0,22350.0,14579.999999999998,55482.066000000006,212500.0,133500.0,117500.0,16297.249942547915,9835.0
2010-02-18,15500.0,22150.0,14499.999999999998,54071.50500000001,212500.0,133000.0,115500.0,16025.62911017212,9905.0
2010-02-19,15200.0,21400.0,14159.999999999998,53914.77600000001,207000.0,131500.0,114500.0,16116.169387630718,10085.0
2010-02-22,15460.0,22150.0,14319.999999999998,55168.60800000002,209000.0,134500.0,117000.0,16161.439526360016,9820.0
2010-02-23,15340.0,22650.0,14559.999999999998,55168.60800000002,209500.0,134500.0,117000.0,16025.62911017212,9835.0
2010-02-24,15040.0,22200.0,14359.999999999998,55795.52400000001,210000.0,131500.0,114000.0,16070.899248901418,9935.0
2010-02-25,14720.0,21700.0,14159.999999999998,56579.169000000016,211500.0,128500.0,114000.0,15935.088832713518,10135.0
2010-02-26,14880.0,21000.0,14059.999999999998,56735.89800000002,215000.0,128500.0,115000.0,16206.709665089318,10090.0
2010-03-02,15400.0,21450.0,14019.999999999998,59086.83300000001,216500.0,129500.0,113500.0,16342.520081277216,9925.0
2010-03-03,15420.0,21850.0,13939.999999999998,57362.81400000001,215500.0,131000.0,114500.0,16297.249942547915,9905.0
2010-03-04,15220.0,22200.0,13559.999999999998,57989.73000000001,218000.0,131000.0,114500.0,16614.140913653016,9935.0
2010-03-05,15500.0,22500.0,13759.999999999998,57989.73000000001,223000.0,134000.0,114500.0,17021.572162216715,9795.0
2010-03-08,15720.0,22350.0,13759.999999999998,60027.20700000003,226000.0,135500.0,115000.0,17112.11243967531,9620.0
2010-03-09,15720.0,21850.0,13439.999999999998,60183.936000000016,225500.0,135500.0,114000.0,17066.842300946013,9600.0
2010-03-10,15680.0,22550.0,13679.999999999998,58616.64600000002,228000.0,135000.0,114500.0,17338.463133321813,9630.0
2010-03-11,15560.0,23150.0,13759.999999999998,59243.56200000001,224000.0,134000.0,112000.0,17202.652717133908,9645.0
2010-03-12,15560.0,23250.0,13539.999999999998,59243.56200000001,226500.0,133500.0,108000.0,17021.572162216715,9630.0
2010-03-15,15360.0,23500.0,13499.999999999998,57676.27200000001,224500.0,130500.0,107500.0,17112.11243967531,9725.0
2010-03-16,15300.0,23600.0,13399.999999999998,58930.10400000002,228500.0,131000.0,109500.0,17338.463133321813,9715.0
2010-03-17,15960.0,24150.0,13739.999999999998,59400.29100000001,234000.0,137500.0,112000.0,17383.733272051108,9495.0
2010-03-18,15940.0,23950.0,13819.999999999998,57362.81400000001,235500.0,140000.0,111500.0,17157.382578404613,9545.0
2010-03-19,16080.0,24350.0,13739.999999999998,58303.18800000003,241000.0,141000.0,115000.0,17112.11243967531,9490.0
2010-03-22,16020.0,24700.0,13799.999999999998,57676.27200000001,238000.0,139000.0,115500.0,17610.08396569761,9605.0
2010-03-23,16180.0,24950.0,13679.999999999998,59557.02000000001,233500.0,142000.0,117500.0,17745.894381885508,9500.0
2010-03-24,16380.0,25200.0,13699.999999999998,59086.83300000001,234000.0,143500.0,116500.0,17474.273549509708,9505.0
2010-03-25,16380.0,25250.0,13759.999999999998,59557.02000000001,240000.0,145500.0,117000.0,17338.463133321813,9480.0
2010-03-26,16400.0,25200.0,13659.999999999998,59243.56200000001,243000.0,146000.0,116000.0,17745.894381885508,9430.0
2010-03-29,16360.0,25900.0,13579.999999999998,59086.83300000001,242000.0,144000.0,117000.0,18108.055491719908,9465.0
2010-03-30,16280.0,26400.0,13659.999999999998,56735.89800000002,239500.0,143000.0,116000.0,18108.055491719908,9415.0
2010-03-31,16360.0,26700.0,13479.999999999998,56422.44000000001,240500.0,142000.0,115500.0,17972.24507553201,9475.0
2010-04-01,16900.0,28300.0,13719.999999999998,58773.37500000002,245000.0,150500.0,121000.0,18017.515214261308,9280.0
2010-04-02,17140.0,28150.0,13899.999999999998,57989.73000000001,250000.0,153500.0,128000.0,17655.354104426908,9240.0
2010-04-05,17400.0,29100.0,13819.999999999998,59243.56200000001,250000.0,156500.0,130500.0,16976.302023487413,9195.0
2010-04-06,17380.0,28350.0,13739.999999999998,59870.47800000001,250000.0,152000.0,129000.0,16976.302023487413,9200.0
2010-04-07,17180.0,27350.0,13599.999999999998,59870.47800000001,257000.0,154000.0,128000.0,17112.11243967531,9190.0
2010-04-08,17260.0,28150.0,13219.999999999998,60810.852000000006,258500.0,154500.0,127500.0,17383.733272051108,9180.0
2010-04-09,17120.0,28000.0,13299.999999999998,59557.02000000001,255500.0,151500.0,126500.0,17066.842300946013,9230.0
2010-04-12,16600.0,26900.0,13139.999999999998,59557.02000000001,249000.0,143000.0,118000.0,16885.76174602881,9310.0
2010-04-13,16560.0,27700.0,13099.999999999998,61281.03900000001,249000.0,144000.0,120000.0,17247.922855863213,9320.0
2010-04-14,16900.0,27900.0,13399.999999999998,61281.03900000001,251500.0,143500.0,119500.0,17564.81382696831,9175.0
2010-04-15,17100.0,27700.0,13699.999999999998,61124.31000000001,247000.0,142000.0,119000.0,17338.463133321813,9150.0
2010-04-16,16960.0,27500.0,13659.999999999998,58930.10400000002,245000.0,139500.0,119000.0,17383.733272051108,9215.0
2010-04-19,16540.0,26650.0,13699.999999999998,57519.54300000001,240000.0,138500.0,119000.0,17066.842300946013,9400.0
2010-04-20,16560.0,27000.0,13799.999999999998,56892.62700000002,245000.0,143500.0,123000.0,17112.11243967531,9325.0
2010-04-21,17040.0,28550.0,13799.999999999998,58459.91700000002,258500.0,146000.0,125000.0,17112.11243967531,9150.0
2010-04-22,16820.0,28700.0,13799.999999999998,57989.73000000001,264500.0,142000.0,125500.0,18062.78535299061,9215.0
2010-04-23,16600.0,28500.0,13779.999999999998,57989.73000000001,264000.0,140000.0,130000.0,18062.78535299061,9205.0
2010-04-26,16680.0,28500.0,13799.999999999998,59243.56200000001,269500.0,148500.0,131500.0,18108.055491719908,9090.0
2010-04-27,16700.0,27500.0,13799.999999999998,59870.47800000001,272500.0,145500.0,130000.0,19466.159653598897,9130.0
2010-04-28,16500.0,27450.0,13639.999999999998,59870.47800000001,288000.0,144500.0,131500.0,19828.320763433298,9260.0
2010-04-29,16500.0,27700.0,13599.999999999998,59557.02000000001,278000.0,140500.0,135500.0,19873.5909021626,9245.0
2010-04-30,16980.0,28400.0,13319.999999999998,58146.45900000001,283000.0,149000.0,137000.0,19601.9700697868,9170.0
2010-05-03,16580.0,27600.0,13799.999999999998,56422.44000000001,281000.0,146000.0,134500.0,19194.5388212231,9305.0
2010-05-04,16680.0,27050.0,15059.999999999998,54698.42100000001,284000.0,147500.0,138000.0,19601.9700697868,9325.0
2010-05-06,16280.0,26350.0,15279.999999999998,56579.169000000016,279000.0,142000.0,136500.0,19556.6999310575,9535.0
2010-05-07,15880.0,26350.0,15899.999999999998,55011.87900000002,278500.0,138500.0,131000.0,20416.8325669142,9765.0
2010-05-10,16060.0,26900.0,15659.999999999998,55638.79500000001,280000.0,142000.0,130500.0,20235.752011997,9585.0
2010-05-11,15820.0,26600.0,15499.999999999998,55952.25300000001,290000.0,147500.0,130500.0,19511.4297923282,9645.0
2010-05-12,15780.0,25700.0,16239.999999999998,57049.35600000002,295000.0,154000.0,134000.0,18651.297156471504,9670.0
2010-05-13,16260.0,26850.0,16500.0,57049.35600000002,294500.0,155000.0,141500.0,19918.861040891898,9465.0
2010-05-14,16200.0,26600.0,16199.999999999998,57049.35600000002,295500.0,166000.0,144500.0,20054.6714570798,9475.0
2010-05-17,15680.0,25050.0,16199.999999999998,56265.71100000001,289000.0,168500.0,140500.0,19466.159653598897,9715.0
2010-05-18,15840.0,24150.0,16279.999999999998,55638.79500000001,272000.0,158000.0,135500.0,19737.7804859747,9750.0
2010-05-19,15460.0,24500.0,16239.999999999998,55011.87900000002,268500.0,161000.0,140000.0,19964.1311796212,9850.0
2010-05-20,15120.0,23750.0,16059.999999999998,56422.44000000001,265000.0,157500.0,139500.0,18560.756879012904,10015.0
2010-05-24,15160.0,24100.0,15939.999999999998,55325.33700000002,264500.0,158500.0,138500.0,18651.297156471504,9955.0
2010-05-25,14820.0,23800.0,15779.999999999998,54698.42100000001,262000.0,156500.0,135500.0,17383.733272051108,10255.0
2010-05-26,15000.0,24700.0,15639.999999999998,54698.42100000001,268500.0,163000.0,136000.0,17745.894381885508,10150.0
2010-05-27,15440.0,25650.0,15119.999999999998,53287.86000000002,272000.0,163500.0,137000.0,18108.055491719908,9965.0
2010-05-28,15560.0,25700.0,14659.999999999998,54228.23400000001,270000.0,158000.0,137500.0,18922.917988847305,9885.0
2010-05-31,15520.0,25150.0,15719.999999999998,54541.69200000001,273000.0,163500.0,140000.0,19285.0790986817,9790.0
2010-06-01,15360.0,24600.0,15559.999999999998,56108.98200000001,272000.0,167000.0,132500.0,18922.917988847305,9830.0
2010-06-03,15540.0,24900.0,15699.999999999998,56579.169000000016,278500.0,170000.0,132000.0,18651.297156471504,9580.0
2010-06-04,15860.0,26400.0,15639.999999999998,57362.81400000001,286000.0,177000.0,134000.0,18379.676324095708,9560.0
2010-06-07,15740.0,26650.0,15639.999999999998,56108.98200000001,286000.0,179500.0,135000.0,17655.354104426908,9730.0
2010-06-08,15700.0,26450.0,16700.0,57049.35600000002,288000.0,177500.0,139000.0,18062.78535299061,9625.0
2010-06-09,15400.0,25250.0,16860.0,57833.00100000001,289000.0,172000.0,136500.0,18334.40618536641,9695.0
2010-06-10,15460.0,25900.0,16940.0,56735.89800000002,290000.0,174500.0,135500.0,18560.756879012904,9590.0
2010-06-11,15940.0,25800.0,16640.0,58616.64600000002,290500.0,172000.0,137500.0,18832.377711388704,9465.0
2010-06-14,16140.0,26000.0,17100.0,60497.39400000002,290000.0,171500.0,142000.0,19058.728405035206,9350.0
2010-06-15,15960.0,27100.0,17000.0,59713.74900000001,295000.0,177500.0,146000.0,19103.9985437645,9345.0
2010-06-16,16380.0,27300.0,16980.0,59400.29100000001,300000.0,178000.0,146000.0,19013.458266305905,9280.0
2010-06-17,16340.0,28200.0,16880.0,57989.73000000001,304500.0,181500.0,145000.0,19194.5388212231,9285.0
2010-06-18,16440.0,28150.0,17000.0,57833.00100000001,306500.0,182000.0,144500.0,19058.728405035206,9270.0
2010-06-21,16600.0,28250.0,17260.0,59086.83300000001,313500.0,178500.0,145500.0,19783.050624704,9110.0
2010-06-22,16320.0,27200.0,17320.0,59557.02000000001,311500.0,179000.0,146000.0,19783.050624704,9145.0
2010-06-23,16100.0,27050.0,16820.0,58616.64600000002,314000.0,178000.0,141500.0,19737.7804859747,9200.0
2010-06-24,16400.0,27150.0,16740.0,58459.91700000002,311500.0,177500.0,141000.0,19783.050624704,9120.0
2010-06-25,16100.0,26450.0,16940.0,57049.35600000002,309000.0,174500.0,143500.0,19647.2402085161,9210.0
2010-06-28,15920.0,26050.0,17060.0,57206.08500000002,310000.0,174500.0,145000.0,19058.728405035206,9180.0
2010-06-29,15840.0,25600.0,16780.0,56735.89800000002,308000.0,172000.0,142000.0,18424.946462825006,9320.0
2010-06-30,15480.0,25050.0,16920.0,57519.54300000001,309500.0,173000.0,144500.0,18741.837433930104,9400.0
2010-07-01,15320.0,25500.0,16400.0,59086.83300000001,304500.0,168000.0,137000.0,18696.56729520081,9510.0
2010-07-02,15340.0,25300.0,15959.999999999998,58773.37500000002,285000.0,163500.0,132500.0,18696.56729520081,9565.0
2010-07-05,15340.0,24750.0,16620.0,60967.58100000001,283000.0,164500.0,131000.0,18787.107572659403,9540.0
2010-07-06,15500.0,25850.0,16660.0,63631.97400000003,290500.0,168500.0,137000.0,18741.837433930104,9500.0
2010-07-07,15380.0,25150.0,16500.0,60967.58100000001,288000.0,164500.0,136000.0,18470.216601554304,9565.0
2010-07-08,15500.0,25350.0,16540.0,60967.58100000001,293000.0,167000.0,134500.0,18606.027017742206,9385.0
2010-07-09,15920.0,25700.0,16780.0,62064.68400000002,300000.0,172500.0,139000.0,18787.107572659403,9230.0
2010-07-12,16040.0,25900.0,16900.0,61751.22600000003,314500.0,180500.0,141000.0,18470.216601554304,9200.0
2010-07-13,15920.0,24900.0,16760.0,61124.31000000001,317000.0,180500.0,138000.0,18877.647850118003,9155.0
2010-07-14,16480.0,25750.0,16560.0,60967.58100000001,320500.0,182000.0,137000.0,18606.027017742206,9010.0
2010-07-15,16400.0,25150.0,16540.0,60183.936000000016,321000.0,186500.0,139500.0,18560.756879012904,9060.0
2010-07-16,16040.0,23500.0,16500.0,62064.68400000002,324500.0,186500.0,133500.0,18741.837433930104,9155.0
2010-07-19,15900.0,23700.0,16279.999999999998,60810.852000000006,325500.0,187000.0,134000.0,18108.055491719908,9200.0
2010-07-20,15960.0,23850.0,16700.0,60183.936000000016,321500.0,180500.0,138000.0,17972.24507553201,9180.0
2010-07-21,16340.0,23600.0,16900.0,60027.20700000003,335500.0,183500.0,137000.0,18017.515214261308,9105.0
2010-07-22,16160.0,22600.0,17000.0,58930.10400000002,327000.0,181000.0,133500.0,17021.572162216715,9160.0
2010-07-23,16220.0,23250.0,17140.0,60967.58100000001,322500.0,176500.0,137000.0,16976.302023487413,9045.0
2010-07-26,16360.0,23950.0,17100.0,61437.76800000001,321000.0,177500.0,140000.0,17610.08396569761,8980.0
2010-07-27,16580.0,23500.0,17000.0,59557.02000000001,319000.0,176500.0,143500.0,17383.733272051108,8985.0
2010-07-28,16740.0,23100.0,16780.0,59557.02000000001,322000.0,174500.0,145000.0,17519.54368823901,8935.0
2010-07-29,16540.0,22350.0,16760.0,58773.37500000002,329000.0,168500.0,144000.0,17610.08396569761,8970.0
2010-07-30,16200.0,22500.0,17000.0,57676.27200000001,329000.0,170000.0,149000.0,17429.00341078041,9045.0
2010-08-02,16200.0,21600.0,17200.0,57833.00100000001,343000.0,175500.0,152000.0,17383.733272051108,8910.0
2010-08-03,16300.0,21950.0,15999.999999999998,57519.54300000001,343000.0,179000.0,150500.0,17474.273549509708,8880.0
2010-08-04,16120.0,21600.0,15799.999999999998,59557.02000000001,339000.0,179500.0,148500.0,17655.354104426908,8900.0
2010-08-05,16080.0,21900.0,15819.999999999998,59557.02000000001,330500.0,171500.0,146500.0,18334.40618536641,8900.0
2010-08-06,16020.0,22850.0,15659.999999999998,59400.29100000001,327000.0,168500.0,143000.0,18651.297156471504,8910.0
2010-08-09,16040.0,22700.0,15039.999999999998,60810.852000000006,322000.0,168000.0,144000.0,18651.297156471504,8890.0
2010-08-10,15860.0,22600.0,14979.999999999998,60183.936000000016,321500.0,168500.0,137000.0,18289.136046637108,8940.0
2010-08-11,15580.0,21200.0,14559.999999999998,59713.74900000001,322500.0,170000.0,138000.0,18560.756879012904,9095.0
2010-08-12,15320.0,21200.0,14599.999999999998,59400.29100000001,315500.0,171500.0,137000.0,17972.24507553201,9250.0
2010-08-13,15620.0,21650.0,14659.999999999998,59557.02000000001,323500.0,173000.0,137500.0,18334.40618536641,9150.0
2010-08-16,15640.0,22100.0,14759.999999999998,58459.91700000002,320000.0,169000.0,137000.0,17791.16452061481,9170.0
2010-08-17,15640.0,22100.0,14979.999999999998,59243.56200000001,329000.0,172000.0,135000.0,18108.055491719908,9100.0
2010-08-18,15560.0,21700.0,14559.999999999998,59086.83300000001,340000.0,177000.0,132000.0,18062.78535299061,9070.0
2010-08-19,15780.0,22500.0,14759.999999999998,58146.45900000001,348500.0,181000.0,138000.0,18198.595769178508,8935.0
2010-08-20,15680.0,22000.0,14619.999999999998,58303.18800000003,354500.0,182000.0,139500.0,18108.055491719908,8960.0
2010-08-23,15800.0,21400.0,14619.999999999998,58303.18800000003,349000.0,180500.0,133500.0,17429.00341078041,9000.0
2010-08-24,15660.0,21950.0,13679.999999999998,60340.66500000002,340500.0,186500.0,135500.0,17564.81382696831,9050.0
2010-08-25,15440.0,22050.0,13799.999999999998,59400.29100000001,336500.0,182000.0,134500.0,17926.974936802708,9190.0
2010-08-26,15460.0,22600.0,14299.999999999998,60810.852000000006,337000.0,173000.0,136000.0,18470.216601554304,9210.0
2010-08-27,15320.0,22550.0,14299.999999999998,59557.02000000001,342500.0,173000.0,138000.0,18560.756879012904,9205.0
2010-08-30,15520.0,22500.0,14279.999999999998,59870.47800000001,346000.0,174000.0,141000.0,18334.40618536641,9035.0
2010-08-31,15120.0,21100.0,14059.999999999998,61594.49700000001,345000.0,168000.0,141500.0,18696.56729520081,9165.0
2010-09-01,15040.0,20850.0,14439.999999999998,60810.852000000006,346000.0,168000.0,144000.0,18877.647850118003,9025.0
2010-09-02,15180.0,21100.0,14399.999999999998,59557.02000000001,356500.0,171000.0,143000.0,19239.808959952406,8975.0
2010-09-03,15220.0,21800.0,14299.999999999998,60810.852000000006,349500.0,172500.0,147000.0,19647.2402085161,8975.0
2010-09-06,15600.0,21850.0,14139.999999999998,60027.20700000003,349500.0,172500.0,149500.0,19873.5909021626,8910.0
2010-09-07,15760.0,21500.0,13959.999999999998,59557.02000000001,345500.0,174500.0,148500.0,19330.349237411003,8930.0
2010-09-08,15420.0,20750.0,13959.999999999998,61281.03900000001,339500.0,170500.0,152000.0,19601.9700697868,8945.0
2010-09-09,15120.0,20300.0,13759.999999999998,62378.14200000002,339500.0,174000.0,151000.0,19647.2402085161,8930.0
2010-09-10,15320.0,20650.0,13979.999999999998,62691.60000000001,343500.0,173000.0,148000.0,19466.159653598897,8805.0
2010-09-13,15400.0,20500.0,14299.999999999998,62534.87100000002,348500.0,169000.0,155000.0,19013.458266305905,8735.0
2010-09-14,15200.0,20450.0,14959.999999999998,61124.31000000001,342500.0,164500.0,157000.0,19375.6193761403,8750.0
2010-09-15,15140.0,21000.0,14939.999999999998,61281.03900000001,337500.0,154500.0,158000.0,19013.458266305905,8715.0
2010-09-16,15140.0,21100.0,14699.999999999998,60497.39400000002,322000.0,155500.0,152000.0,18832.377711388704,8765.0
2010-09-17,15460.0,22500.0,14919.999999999998,61751.22600000003,326000.0,160000.0,152000.0,18832.377711388704,8695.0
2010-09-20,15600.0,22100.0,14899.999999999998,61907.955000000016,334000.0,160000.0,155500.0,18651.297156471504,8685.0
2010-09-24,15240.0,21100.0,15039.999999999998,63161.78700000001,327500.0,160000.0,161500.0,18832.377711388704,8645.0
2010-09-27,15100.0,21200.0,15119.999999999998,65669.45100000003,323000.0,156500.0,161500.0,19918.861040891898,8580.0
2010-09-28,14900.0,21350.0,15099.999999999998,66296.36700000001,320000.0,157000.0,156500.0,20009.401318350494,8590.0
2010-09-29,15440.0,21850.0,15399.999999999998,63788.70300000002,333000.0,159000.0,152000.0,19511.4297923282,8535.0
2010-09-30,15540.0,22150.0,15759.999999999998,61437.76800000001,333500.0,156000.0,153000.0,20235.752011997,8545.0
2010-10-01,15540.0,22450.0,15719.999999999998,62848.32900000001,330000.0,149500.0,157000.0,20009.401318350494,8470.0
2010-10-04,15600.0,22500.0,15219.999999999998,64885.80600000001,324500.0,150000.0,159000.0,20371.562428184894,8495.0
2010-10-05,15460.0,22750.0,15939.999999999998,67080.01200000003,316500.0,146000.0,160500.0,20416.8325669142,8475.0
2010-10-06,15860.0,23400.0,16379.999999999998,67236.74100000001,324500.0,147000.0,160000.0,20733.72353801929,8365.0
2010-10-07,15400.0,23200.0,16400.0,67236.74100000001,321500.0,148500.0,158000.0,20869.533954207192,8385.0
2010-10-08,15160.0,23500.0,16219.999999999998,66453.09600000003,328000.0,148500.0,160000.0,21095.88464785369,8400.0
2010-10-11,15060.0,22350.0,16259.999999999998,67080.01200000003,321000.0,145000.0,162500.0,20462.10270564349,8445.0
2010-10-12,14920.0,22600.0,16400.0,66923.28300000001,306000.0,145500.0,158500.0,20552.64298310209,8565.0
2010-10-13,14880.0,23400.0,16480.0,65355.99300000003,309500.0,149000.0,162000.0,20597.9131218314,8525.0
2010-10-14,15000.0,23350.0,16219.999999999998,64572.34800000001,327000.0,151000.0,167500.0,20326.2922894556,8410.0
2010-10-15,15080.0,23600.0,16079.999999999998,64102.16100000002,335000.0,154000.0,163500.0,20326.2922894556,8395.0
2010-10-18,15020.0,22900.0,16099.999999999998,63475.24500000003,331000.0,153000.0,154000.0,20643.18326056069,8550.0
2010-10-19,14820.0,22850.0,16179.999999999998,65199.26400000003,326000.0,147000.0,155000.0,20281.022150726298,8650.0
2010-10-20,14900.0,23900.0,16279.999999999998,65355.99300000003,337500.0,148500.0,160000.0,20416.8325669142,8580.0
2010-10-21,15300.0,23750.0,16079.999999999998,63788.70300000002,345500.0,153000.0,162500.0,20235.752011997,8555.0
2010-10-22,15540.0,24200.0,15799.999999999998,63945.43200000002,353500.0,153500.0,168000.0,20824.263815477894,8440.0
2010-10-25,15420.0,24300.0,16059.999999999998,64415.61900000001,355000.0,150500.0,172000.0,20778.993676748592,8350.0
2010-10-26,15260.0,23700.0,15659.999999999998,65042.53500000003,355000.0,154000.0,171500.0,20824.263815477894,8365.0
2010-10-27,15060.0,22900.0,15739.999999999998,64415.61900000001,346500.0,154000.0,171000.0,21367.50548022949,8435.0
2010-10-28,15280.0,22850.0,15659.999999999998,65042.53500000003,355000.0,158000.0,169000.0,22453.988809732684,8410.0
2010-10-29,14900.0,23150.0,15699.999999999998,62534.87100000002,347000.0,154500.0,170000.0,22544.529087191284,8570.0
2010-11-01,14940.0,22700.0,16259.999999999998,60497.39400000002,370000.0,155500.0,180500.0,22906.690197025684,8390.0
2010-11-02,14800.0,21900.0,16359.999999999998,61907.955000000016,376000.0,157500.0,183500.0,23133.040890672182,8370.0
2010-11-03,14800.0,21800.0,16540.0,61751.22600000003,382000.0,154500.0,183000.0,24038.443665258183,8280.0
2010-11-04,15260.0,22950.0,16620.0,60810.852000000006,386500.0,153500.0,185500.0,26211.410324264565,8275.0
2010-11-05,15520.0,23750.0,16239.999999999998,63318.51600000001,376500.0,154500.0,181000.0,26120.87004680596,8255.0
2010-11-08,15560.0,23800.0,16179.999999999998,61437.76800000001,383000.0,159000.0,180500.0,26075.59990807667,8240.0
2010-11-09,15480.0,23450.0,16079.999999999998,61281.03900000001,389000.0,159000.0,178500.0,26030.32976934737,8210.0
2010-11-10,15800.0,23900.0,16039.999999999998,60967.58100000001,393500.0,163000.0,186000.0,26799.922127745464,8130.0
2010-11-11,15340.0,23400.0,15659.999999999998,58303.18800000003,380000.0,167000.0,177500.0,26030.32976934737,8155.0
2010-11-12,15560.0,22800.0,15639.999999999998,59086.83300000001,388500.0,167000.0,177000.0,26301.950601723165,8350.0
2010-11-15,16160.0,23650.0,15579.999999999998,60497.39400000002,384500.0,168500.0,176500.0,27026.272821391958,8305.0
2010-11-16,16220.0,23700.0,15179.999999999998,60967.58100000001,382000.0,168000.0,181000.0,28429.647122000253,8380.0
2010-11-17,15900.0,23350.0,14879.999999999998,60027.20700000003,390500.0,168500.0,186000.0,28429.647122000253,8385.0
2010-11-18,15980.0,23700.0,15719.999999999998,59713.74900000001,402000.0,169500.0,188000.0,28429.647122000253,8235.0
2010-11-19,16360.0,23900.0,15659.999999999998,60497.39400000002,401500.0,172500.0,188000.0,29516.130451503454,8195.0
2010-11-22,16960.0,25300.0,15799.999999999998,60340.66500000002,395000.0,175000.0,180500.0,27524.244347414256,8160.0
2010-11-23,16800.0,25350.0,15939.999999999998,62378.14200000002,391000.0,173000.0,175000.0,27116.81309885056,8245.0
2010-11-24,17020.0,25750.0,15999.999999999998,61124.31000000001,388000.0,169000.0,180000.0,27524.244347414256,8215.0
2010-11-25,16900.0,25200.0,15899.999999999998,60654.12300000002,394500.0,171000.0,177500.0,27524.244347414256,8195.0
2010-11-26,16740.0,24650.0,15079.999999999998,59086.83300000001,380500.0,168500.0,175000.0,27524.244347414256,8320.0
2010-11-29,16720.0,24800.0,14959.999999999998,59870.47800000001,381500.0,167000.0,176000.0,28972.88878675185,8340.0
2010-11-30,16520.0,23500.0,15299.999999999998,61437.76800000001,388000.0,165500.0,172500.0,29289.779757856948,8285.0
2010-12-01,16400.0,23400.0,15259.999999999998,60654.12300000002,395500.0,163500.0,179000.0,29697.21100642065,8200.0
2010-12-02,17180.0,23800.0,15119.999999999998,60497.39400000002,395500.0,170000.0,177500.0,30512.073503548043,8090.0
