date,A005930,A000660,A035720,A035420,A114800
2010-07-15,16400.0,25150.0,16540.0,60183.936000000016,9060.0
2010-07-16,16040.0,23500.0,16500.0,62064.68400000002,9155.0
2010-07-19,15900.0,23700.0,16279.999999999998,60810.852000000006,9200.0
2010-07-20,15960.0,23850.0,16700.0,60183.936000000016,9180.0
2010-07-21,16340.0,23600.0,16900.0,60027.20700000003,9105.0
2010-07-22,16160.0,22600.0,17000.0,58930.10400000002,9160.0
2010-07-23,16220.0,23250.0,17140.0,60967.58100000001,9045.0
2010-07-26,16360.0,23950.0,17100.0,61437.76800000001,8980.0
2010-07-27,16580.0,23500.0,17000.0,59557.02000000001,8985.0
2010-07-28,16740.0,23100.0,16780.0,59557.02000000001,8935.0
2010-07-29,16540.0,22350.0,16760.0,58773.37500000002,8970.0
2010-07-30,16200.0,22500.0,17000.0,57676.27200000001,9045.0
2010-08-02,16200.0,21600.0,17200.0,57833.00100000001,8910.0
2010-08-03,16300.0,21950.0,15999.999999999998,57519.54300000001,8880.0
2010-08-04,16120.0,21600.0,15799.999999999998,59557.02000000001,8900.0
2010-08-05,16080.0,21900.0,15819.999999999998,59557.02000000001,8900.0
2010-08-06,16020.0,22850.0,15659.999999999998,59400.29100000001,8910.0
2010-08-09,16040.0,22700.0,15039.999999999998,60810.852000000006,8890.0
2010-08-10,15860.0,22600.0,14979.999999999998,60183.936000000016,8940.0
2010-08-11,15580.0,21200.0,14559.999999999998,59713.74900000001,9095.0
2010-08-12,15320.0,21200.0,14599.999999999998,59400.29100000001,9250.0
2010-08-13,15620.0,21650.0,14659.999999999998,59557.02000000001,9150.0
2010-08-16,15640.0,22100.0,14759.999999999998,58459.91700000002,9170.0
2010-08-17,15640.0,22100.0,14979.999999999998,59243.56200000001,9100.0
2010-08-18,15560.0,21700.0,14559.999999999998,59086.83300000001,9070.0
2010-08-19,15780.0,22500.0,14759.999999999998,58146.45900000001,8935.0
2010-08-20,15680.0,22000.0,14619.999999999998,58303.18800000003,8960.0
2010-08-23,15800.0,21400.0,14619.999999999998,58303.18800000003,9000.0
2010-08-24,15660.0,21950.0,13679.999999999998,60340.66500000002,9050.0
2010-08-25,15440.0,22050.0,13799.999999999998,59400.29100000001,9190.0
2010-08-26,15460.0,22600.0,14299.999999999998,60810.852000000006,9210.0
2010-08-27,15320.0,22550.0,14299.999999999998,59557.02000000001,9205.0
2010-08-30,15520.0,22500.0,14279.999999999998,59870.47800000001,9035.0
2010-08-31,15120.0,21100.0,14059.999999999998,61594.49700000001,9165.0
2010-09-01,15040.0,20850.0,14439.999999999998,60810.852000000006,9025.0
2010-09-02,15180.0,21100.0,14399.999999999998,59557.02000000001,8975.0
2010-09-03,15220.0,21800.0,14299.999999999998,60810.852000000006,8975.0
2010-09-06,15600.0,21850.0,14139.999999999998,60027.20700000003,8910.0
2010-09-07,15760.0,21500.0,13959.999999999998,59557.02000000001,8930.0
2010-09-08,15420.0,20750.0,13959.999999999998,61281.03900000001,8945.0
2010-09-09,15120.0,20300.0,13759.999999999998,62378.14200000002,8930.0
2010-09-10,15320.0,20650.0,13979.999999999998,62691.60000000001,8805.0
2010-09-13,15400.0,20500.0,14299.999999999998,62534.87100000002,8735.0
2010-09-14,15200.0,20450.0,14959.999999999998,61124.31000000001,8750.0
2010-09-15,15140.0,21000.0,14939.999999999998,61281.03900000001,8715.0
2010-09-16,15140.0,21100.0,14699.999999999998,60497.39400000002,8765.0
2010-09-17,15460.0,22500.0,14919.999999999998,61751.22600000003,8695.0
2010-09-20,15600.0,22100.0,14899.999999999998,61907.955000000016,8685.0
2010-09-24,15240.0,21100.0,15039.999999999998,63161.78700000001,8645.0
2010-09-27,15100.0,21200.0,15119.999999999998,65669.45100000003,8580.0
2010-09-28,14900.0,21350.0,15099.999999999998,66296.36700000001,8590.0
2010-09-29,15440.0,21850.0,15399.999999999998,63788.70300000002,8535.0
2010-09-30,15540.0,22150.0,15759.999999999998,61437.76800000001,8545.0
2010-10-01,15540.0,22450.0,15719.999999999998,62848.32900000001,8470.0
2010-10-04,15600.0,22500.0,15219.999999999998,64885.80600000001,8495.0
2010-10-05,15460.0,22750.0,15939.999999999998,67080.01200000003,8475.0
2010-10-06,15860.0,23400.0,16379.999999999998,67236.74100000001,8365.0
2010-10-07,15400.0,23200.0,16400.0,67236.74100000001,8385.0
2010-10-08,15160.0,23500.0,16219.999999999998,66453.09600000003,8400.0
2010-10-11,15060.0,22350.0,16259.999999999998,67080.01200000003,8445.0
2010-10-12,14920.0,22600.0,16400.0,66923.28300000001,8565.0
2010-10-13,14880.0,23400.0,16480.0,65355.99300000003,8525.0
2010-10-14,15000.0,23350.0,16219.999999999998,64572.34800000001,8410.0
2010-10-15,15080.0,23600.0,16079.999999999998,64102.16100000002,8395.0
2010-10-18,15020.0,22900.0,16099.999999999998,63475.24500000003,8550.0
2010-10-19,14820.0,22850.0,16179.999999999998,65199.26400000003,8650.0
2010-10-20,14900.0,23900.0,16279.999999999998,65355.99300000003,8580.0
2010-10-21,15300.0,23750.0,16079.999999999998,63788.70300000002,8555.0
2010-10-22,15540.0,24200.0,15799.999999999998,63945.43200000002,8440.0
2010-10-25,15420.0,24300.0,16059.999999999998,64415.61900000001,8350.0
2010-10-26,15260.0,23700.0,15659.999999999998,65042.53500000003,8365.0
2010-10-27,15060.0,22900.0,15739.999999999998,64415.61900000001,8435.0
2010-10-28,15280.0,22850.0,15659.999999999998,65042.53500000003,8410.0
2010-10-29,14900.0,23150.0,15699.999999999998,62534.87100000002,8570.0
2010-11-01,14940.0,22700.0,16259.999999999998,60497.39400000002,8390.0
2010-11-02,14800.0,21900.0,16359.999999999998,61907.955000000016,8370.0
2010-11-03,14800.0,21800.0,16540.0,61751.22600000003,8280.0
2010-11-04,15260.0,22950.0,16620.0,60810.852000000006,8275.0
2010-11-05,15520.0,23750.0,16239.999999999998,63318.51600000001,8255.0
2010-11-08,15560.0,23800.0,16179.999999999998,61437.76800000001,8240.0
2010-11-09,15480.0,23450.0,16079.999999999998,61281.03900000001,8210.0
2010-11-10,15800.0,23900.0,16039.999999999998,60967.58100000001,8130.0
2010-11-11,15340.0,23400.0,15659.999999999998,58303.18800000003,8155.0
2010-11-12,15560.0,22800.0,15639.999999999998,59086.83300000001,8350.0
2010-11-15,16160.0,23650.0,15579.999999999998,60497.39400000002,8305.0
2010-11-16,16220.0,23700.0,15179.999999999998,60967.58100000001,8380.0
2010-11-17,15900.0,23350.0,14879.999999999998,60027.20700000003,8385.0
2010-11-18,15980.0,23700.0,15719.999999999998,59713.74900000001,8235.0
2010-11-19,16360.0,23900.0,15659.999999999998,60497.39400000002,8195.0
2010-11-22,16960.0,25300.0,15799.999999999998,60340.66500000002,8160.0
2010-11-23,16800.0,25350.0,15939.999999999998,62378.14200000002,8245.0
2010-11-24,17020.0,25750.0,15999.999999999998,61124.31000000001,8215.0
2010-11-25,16900.0,25200.0,15899.999999999998,60654.12300000002,8195.0
2010-11-26,16740.0,24650.0,15079.999999999998,59086.83300000001,8320.0
2010-11-29,16720.0,24800.0,14959.999999999998,59870.47800000001,8340.0
2010-11-30,16520.0,23500.0,15299.999999999998,61437.76800000001,8285.0
2010-12-01,16400.0,23400.0,15259.999999999998,60654.12300000002,8200.0
2010-12-02,17180.0,23800.0,15119.999999999998,60497.39400000002,8090.0
2010-12-03,17880.0,23450.0,15139.999999999998,59400.29100000001,8050.0
2010-12-06,17800.0,23950.0,14939.999999999998,58303.18800000003,8060.0
2010-12-07,18020.0,23600.0,15099.999999999998,59086.83300000001,8010.0
2010-12-08,17760.0,23300.0,14999.999999999998,59557.02000000001,8065.0
2010-12-09,18340.0,24150.0,15259.999999999998,60340.66500000002,7920.0
2010-12-10,18380.0,24500.0,15259.999999999998,59870.47800000001,7900.0
2010-12-13,18600.0,24350.0,15299.999999999998,59713.74900000001,7855.0
2010-12-14,18580.0,24750.0,15459.999999999998,60497.39400000002,7830.0
2010-12-15,18320.0,24250.0,15539.999999999998,60654.12300000002,7820.0
2010-12-16,18220.0,24200.0,15579.999999999998,61907.955000000016,7830.0
2010-12-17,18520.0,23800.0,15539.999999999998,63788.70300000002,7755.0
2010-12-20,18640.0,23650.0,14979.999999999998,65826.18000000001,7765.0
2010-12-21,18720.0,23750.0,14979.999999999998,64258.89000000002,7685.0
2010-12-22,18780.0,23300.0,15039.999999999998,65512.722000000016,7685.0
2010-12-23,18720.0,23300.0,15219.999999999998,65826.18000000001,7695.0
2010-12-24,18500.0,23150.0,15059.999999999998,64258.89000000002,7740.0
2010-12-27,18440.0,23100.0,14719.999999999998,64415.61900000001,7750.0
2010-12-28,18760.0,23950.0,14619.999999999998,66296.36700000001,7700.0
2010-12-29,18900.0,24250.0,15259.999999999998,68333.84400000001,7595.0
2010-12-30,18980.0,24000.0,15439.999999999998,71154.96600000001,7575.0
2011-01-03,19160.0,25300.0,15359.999999999998,69430.94700000001,7535.0
2011-01-04,19160.0,25600.0,15519.999999999998,69430.94700000001,7460.0
2011-01-05,18840.0,25900.0,15599.999999999998,69744.40500000001,7475.0
2011-01-06,18600.0,26100.0,15639.999999999998,69430.94700000001,7510.0
2011-01-07,18420.0,26100.0,16019.999999999998,70528.05000000003,7455.0
2011-01-10,18340.0,25300.0,15859.999999999998,67393.47000000003,7505.0
2011-01-11,18260.0,25400.0,16199.999999999998,66296.36700000001,7505.0
2011-01-12,18600.0,26350.0,16019.999999999998,65355.99300000003,7465.0
2011-01-13,18440.0,27250.0,16239.999999999998,63475.24500000003,7455.0
2011-01-14,18660.0,27250.0,16119.999999999998,64885.80600000001,7425.0
2011-01-17,18980.0,26900.0,16159.999999999998,66139.63800000004,7500.0
2011-01-18,19380.0,27650.0,15719.999999999998,64572.34800000001,7460.0
2011-01-19,19940.0,27850.0,16019.999999999998,62534.87100000002,7380.0
2011-01-20,19640.0,28200.0,15739.999999999998,63945.43200000002,7440.0
2011-01-21,19420.0,28100.0,15739.999999999998,64258.89000000002,7595.0
2011-01-24,19420.0,28350.0,15899.999999999998,65826.18000000001,7535.0
2011-01-25,19500.0,27400.0,15799.999999999998,64572.34800000001,7490.0
2011-01-26,19960.0,28200.0,16279.999999999998,64258.89000000002,7410.0
2011-01-27,19880.0,28000.0,16600.0,63945.43200000002,7380.0
2011-01-28,20200.0,29500.0,16640.0,63631.97400000003,7400.0
2011-01-31,19620.0,29650.0,16119.999999999998,62691.60000000001,7535.0
2011-02-01,19660.0,29650.0,16299.999999999998,61751.22600000003,7535.0
2011-02-07,19440.0,29700.0,16460.0,63945.43200000002,7510.0
2011-02-08,19220.0,30150.0,16600.0,63788.70300000002,7570.0
2011-02-09,19200.0,29550.0,16680.0,64729.07700000001,7655.0
2011-02-10,18720.0,28800.0,16740.0,62691.60000000001,7770.0
2011-02-11,18300.0,28800.0,16780.0,58616.64600000002,7930.0
2011-02-14,19060.0,29700.0,17000.0,59400.29100000001,7755.0
2011-02-15,19160.0,29750.0,17280.0,58616.64600000002,7770.0
2011-02-16,18900.0,29200.0,17240.0,58616.64600000002,7855.0
2011-02-17,19080.0,29100.0,17420.0,60183.936000000016,7905.0
2011-02-18,19200.0,29400.0,17700.0,60654.12300000002,7750.0
2011-02-21,18960.0,28800.0,17900.0,58146.45900000001,7810.0
2011-02-22,18760.0,28800.0,17880.0,56892.62700000002,7950.0
2011-02-23,18600.0,27600.0,17900.0,59400.29100000001,7950.0
2011-02-24,18580.0,26900.0,18580.0,58303.18800000003,8000.0
2011-02-25,18520.0,28000.0,19560.0,58303.18800000003,7950.0
2011-02-28,18460.0,28350.0,19920.0,59400.29100000001,8035.0
2011-03-02,18360.0,27550.0,19160.0,59243.56200000001,8100.0
2011-03-03,18460.0,28450.0,19700.0,59713.74900000001,7930.0
2011-03-04,18900.0,29200.0,18920.0,60340.66500000002,7765.0
2011-03-07,18120.0,28900.0,18520.0,58303.18800000003,7900.0
2011-03-08,17980.0,28650.0,19080.0,58773.37500000002,7825.0
2011-03-09,17800.0,28400.0,19400.0,58930.10400000002,7810.0
2011-03-10,17320.0,27700.0,18980.0,59243.56200000001,7900.0
2011-03-11,17240.0,27700.0,18500.0,57989.73000000001,8025.0
2011-03-14,18000.0,30100.0,18200.0,57989.73000000001,7900.0
2011-03-15,17200.0,28700.0,18000.0,57049.35600000002,8115.0
2011-03-16,17720.0,29200.0,18040.0,58930.10400000002,7935.0
2011-03-17,17800.0,28950.0,18140.0,58616.64600000002,7925.0
2011-03-18,17820.0,28550.0,18200.0,58773.37500000002,7840.0
2011-03-21,17800.0,28500.0,18080.0,60027.20700000003,7780.0
2011-03-22,17500.0,27850.0,18400.0,59713.74900000001,7750.0
2011-03-23,17460.0,29050.0,19160.0,60967.58100000001,7740.0
2011-03-24,17600.0,29100.0,19480.0,60654.12300000002,7640.0
2011-03-25,18200.0,29900.0,19360.0,58930.10400000002,7550.0
2011-03-28,18320.0,30900.0,19760.0,58146.45900000001,7550.0
2011-03-29,18320.0,31000.0,19660.0,58616.64600000002,7495.0
2011-03-30,18520.0,31550.0,19960.0,59713.74900000001,7415.0
2011-03-31,18640.0,31300.0,19600.0,60027.20700000003,7405.0
2011-04-01,18800.0,31600.0,19860.0,64102.16100000002,7340.0
2011-04-04,18900.0,31800.0,19760.0,64258.89000000002,7340.0
2011-04-05,18900.0,32450.0,19960.0,64415.61900000001,7280.0
2011-04-06,18460.0,32500.0,19640.0,64415.61900000001,7320.0
2011-04-07,18180.0,32000.0,19780.0,63161.78700000001,7340.0
2011-04-08,17960.0,31300.0,19700.0,61907.955000000016,7315.0
2011-04-11,17880.0,31800.0,19600.0,63945.43200000002,7340.0
2011-04-12,17640.0,31700.0,19600.0,61281.03900000001,7470.0
2011-04-13,18020.0,32350.0,19760.0,61437.76800000001,7340.0
2011-04-14,18000.0,33750.0,20780.0,62064.68400000002,7290.0
2011-04-15,17760.0,34150.0,21720.0,62691.60000000001,7295.0
2011-04-18,17340.0,33800.0,21320.0,60497.39400000002,7310.0
2011-04-19,17500.0,32800.0,21740.0,62221.41300000002,7360.0
2011-04-20,18320.0,34300.0,21800.0,63945.43200000002,7180.0
2011-04-21,18560.0,37000.0,21900.0,65042.53500000003,7045.0
2011-04-22,18080.0,36600.0,21040.0,64885.80600000001,7055.0
2011-04-25,17780.0,36450.0,21000.0,63631.97400000003,7020.0
2011-04-26,17940.0,34750.0,21240.0,65355.99300000003,7045.0
2011-04-27,18480.0,33900.0,21040.0,67080.01200000003,7040.0
2011-04-28,18000.0,34350.0,21340.0,65826.18000000001,7045.0
2011-04-29,17860.0,33800.0,21960.0,66609.82500000001,7105.0
2011-05-02,18640.0,34600.0,22540.0,68490.57300000003,6955.0
2011-05-03,18760.0,34450.0,21740.0,68020.38600000001,7055.0
2011-05-04,18300.0,32450.0,21740.0,66609.82500000001,7130.0
2011-05-06,17980.0,32500.0,21200.0,65982.90900000001,7240.0
2011-05-09,17820.0,33300.0,20500.0,65199.26400000003,7290.0
2011-05-11,17840.0,33700.0,20420.0,65669.45100000003,7205.0
2011-05-12,17700.0,33750.0,20300.0,62691.60000000001,7345.0
2011-05-13,18320.0,34500.0,20660.0,62691.60000000001,7375.0
2011-05-16,18020.0,34400.0,20760.0,62848.32900000001,7440.0
2011-05-17,17800.0,33100.0,20820.0,63161.78700000001,7440.0
2011-05-18,17860.0,32800.0,20600.0,60340.66500000002,7320.0
2011-05-19,17600.0,31550.0,20400.0,61124.31000000001,7470.0
2011-05-20,17640.0,32200.0,20180.0,60810.852000000006,7410.0
2011-05-23,17460.0,30850.0,20340.0,59243.56200000001,7600.0
2011-05-24,17300.0,31250.0,20000.0,59086.83300000001,7590.0
2011-05-25,17120.0,30000.0,20100.0,60183.936000000016,7680.0
2011-05-26,17580.0,31100.0,20400.0,59243.56200000001,7450.0
2011-05-27,17820.0,31300.0,20380.0,59243.56200000001,7430.0
2011-05-30,17680.0,29500.0,20380.0,59086.83300000001,7455.0
2011-05-31,18040.0,30100.0,20960.0,60183.936000000016,7270.0
2011-06-01,18220.0,28400.0,21400.0,60654.12300000002,7270.0
2011-06-02,17660.0,27550.0,21800.0,59557.02000000001,7385.0
2011-06-03,17700.0,27650.0,22380.0,60027.20700000003,7370.0
2011-06-07,17740.0,28600.0,22920.0,60340.66500000002,7415.0
2011-06-08,17540.0,28900.0,22920.0,61124.31000000001,7490.0
2011-06-09,17300.0,28700.0,22600.0,59400.29100000001,7540.0
2011-06-10,17020.0,26700.0,22440.0,58930.10400000002,7660.0
2011-06-13,17060.0,26350.0,22560.0,62691.60000000001,7625.0
2011-06-14,17260.0,26650.0,22220.0,62691.60000000001,7505.0
2011-06-15,17300.0,26950.0,22580.0,61437.76800000001,7480.0
2011-06-16,16960.0,26250.0,22700.0,60497.39400000002,7650.0
2011-06-17,16380.0,24650.0,22760.0,60497.39400000002,7715.0
2011-06-20,16000.0,25200.0,22500.0,61907.955000000016,7770.0
2011-06-21,16280.0,25900.0,22660.0,61907.955000000016,7630.0
2011-06-22,16520.0,26100.0,23120.0,62534.87100000002,7565.0
2011-06-23,16620.0,26350.0,22500.0,60027.20700000003,7625.0
2011-06-24,17040.0,27900.0,22740.0,60497.39400000002,7470.0
2011-06-27,16700.0,26700.0,22120.0,59557.02000000001,7580.0
2011-06-28,16640.0,25550.0,22000.0,60027.20700000003,7595.0
2011-06-29,16660.0,25550.0,22100.0,60183.936000000016,7460.0
2011-06-30,16520.0,25050.0,22200.0,59243.56200000001,7450.0
2011-07-01,17100.0,26700.0,22020.0,59243.56200000001,7355.0
2011-07-04,17560.0,26950.0,22400.0,58773.37500000002,7270.0
2011-07-05,17980.0,28000.0,22400.0,59400.29100000001,7215.0
2011-07-06,17960.0,26500.0,22340.0,59243.56200000001,7190.0
2011-07-07,17600.0,26400.0,22400.0,59870.47800000001,7160.0
2011-07-08,17700.0,26600.0,23400.0,60183.936000000016,7165.0
2011-07-11,17300.0,26450.0,24080.0,59713.74900000001,7260.0
2011-07-12,17000.0,25350.0,23500.0,58146.45900000001,7430.0
2011-07-13,16860.0,24300.0,25260.0,58930.10400000002,7375.0
2011-07-14,16620.0,23700.0,24600.0,57833.00100000001,7400.0
2011-07-15,16640.0,24000.0,24500.0,58773.37500000002,7345.0
2011-07-18,16260.0,22950.0,25420.0,61281.03900000001,7440.0
2011-07-19,16440.0,23350.0,26360.0,63318.51600000001,7430.0
2011-07-20,17020.0,24200.0,27200.0,63005.05800000001,7310.0
2011-07-21,16840.0,23650.0,27400.0,65826.18000000001,7340.0
2011-07-22,17000.0,23750.0,27720.0,65669.45100000003,7250.0
2011-07-25,16940.0,23900.0,27720.0,64729.07700000001,7340.0
2011-07-26,17000.0,24500.0,28500.0,66609.82500000001,7275.0
2011-07-27,16900.0,23800.0,28400.0,68333.84400000001,7250.0
2011-07-28,16740.0,23550.0,27000.0,67080.01200000003,7325.0
2011-07-29,16880.0,24250.0,26400.0,65826.18000000001,7410.0
2011-08-01,17400.0,25550.0,26680.0,66766.55400000003,7255.0
2011-08-02,17040.0,25450.0,26000.0,66923.28300000001,7465.0
2011-08-03,16660.0,24300.0,26780.0,66296.36700000001,7680.0
2011-08-04,16420.0,24100.0,27500.0,65042.53500000003,7855.0
2011-08-05,15780.0,23550.0,26980.0,62534.87100000002,8130.0
2011-08-08,15200.0,21850.0,26160.0,59557.02000000001,8430.0
2011-08-09,14480.0,20200.0,25160.0,54855.15000000001,8750.0
2011-08-10,14400.0,21000.0,25600.0,60027.20700000003,8790.0
2011-08-11,14160.0,21850.0,27000.0,59400.29100000001,8755.0
2011-08-12,14140.0,19750.0,25880.0,55638.79500000001,8895.0
2011-08-16,15000.0,20500.0,23800.0,55638.79500000001,8465.0
2011-08-17,15040.0,19600.0,24700.0,55795.52400000001,8395.0
2011-08-18,14180.0,17200.0,25500.0,59713.74900000001,8600.0
2011-08-19,13600.0,15600.0,24960.0,58459.91700000002,9125.0
2011-08-22,13820.0,15750.0,24500.0,59870.47800000001,9240.0
2011-08-23,14460.0,17050.0,24160.0,60810.852000000006,8900.0
2011-08-24,14160.0,16250.0,23320.0,62691.60000000001,9030.0
2011-08-25,14500.0,17300.0,23780.0,62064.68400000002,8980.0
2011-08-26,14520.0,17950.0,23800.0,60497.39400000002,8900.0
2011-08-29,14660.0,19450.0,23880.0,59557.02000000001,8630.0
2011-08-30,14840.0,19000.0,24840.0,61124.31000000001,8545.0
2011-08-31,14880.0,19100.0,25400.0,65199.26400000003,8395.0
2011-09-01,15420.0,19200.0,25600.0,65042.53500000003,8405.0
2011-09-02,15380.0,19100.0,26900.0,65982.90900000001,8480.0
2011-09-05,14620.0,17550.0,26760.0,66609.82500000001,8870.0
2011-09-06,14540.0,17000.0,26800.0,67706.92800000001,8965.0
2011-09-07,15460.0,19500.0,27360.0,68804.03100000003,8505.0
2011-09-08,15960.0,19300.0,27200.0,66453.09600000003,8480.0
2011-09-09,15600.0,19900.0,25700.0,65042.53500000003,8630.0
2011-09-14,15060.0,19850.0,25540.0,63788.70300000002,8925.0
2011-09-15,15420.0,21100.0,26280.0,64258.89000000002,8770.0
2011-09-16,15960.0,21900.0,26500.0,64572.34800000001,8405.0
2011-09-19,16160.0,21000.0,26020.0,65982.90900000001,8505.0
2011-09-20,16220.0,21650.0,26700.0,68177.11500000003,8405.0
2011-09-21,16260.0,21600.0,29300.0,70528.05000000003,8335.0
2011-09-22,15800.0,21550.0,28600.0,70528.05000000003,8645.0
2011-09-23,15160.0,20250.0,27380.0,67550.19900000001,9140.0
2011-09-26,15500.0,19950.0,26540.0,66609.82500000001,9295.0
2011-09-27,16080.0,21250.0,28000.0,67706.92800000001,8795.0
2011-09-28,16140.0,20550.0,27820.0,68177.11500000003,8910.0
2011-09-29,16740.0,21850.0,28640.0,69274.21800000002,8640.0
2011-09-30,16800.0,21350.0,28680.0,71154.96600000001,8650.0
2011-10-04,16560.0,20700.0,26800.0,71154.96600000001,8970.0
2011-10-05,16840.0,20000.0,25160.0,72722.25600000002,9090.0
2011-10-06,17100.0,21200.0,26400.0,74132.81700000001,8845.0
2011-10-07,17200.0,21500.0,25080.0,69430.94700000001,8625.0
2011-10-10,17480.0,21950.0,25800.0,70528.05000000003,8585.0
2011-10-11,17620.0,22250.0,25400.0,70528.05000000003,8445.0
2011-10-12,17960.0,22550.0,26480.0,72565.52700000003,8370.0
2011-10-13,17800.0,21850.0,27000.0,72095.34000000001,8330.0
2011-10-14,17720.0,21950.0,28200.0,76797.21000000004,8270.0
2011-10-17,17800.0,21950.0,27920.0,78207.77100000002,8140.0
2011-10-18,17660.0,21800.0,29200.0,77110.66800000003,8280.0
2011-10-19,17720.0,21750.0,29240.0,79931.79000000002,8185.0
2011-10-20,18140.0,21050.0,28700.0,74446.27500000002,8410.0
2011-10-21,18340.0,23200.0,29600.0,73349.17200000004,8250.0
2011-10-24,18820.0,23900.0,29600.0,75543.37800000001,7950.0
2011-10-25,18900.0,23650.0,29180.0,75386.64900000003,7995.0
2011-10-26,18680.0,24150.0,29380.0,74132.81700000001,7970.0
2011-10-27,18480.0,23800.0,27920.0,74446.27500000002,7840.0
2011-10-28,18900.0,22900.0,26840.0,72565.52700000003,7800.0
2011-10-31,19360.0,22850.0,27180.0,73035.71400000004,7890.0
2011-11-01,19800.0,23900.0,26040.0,72095.34000000001,7890.0
2011-11-02,19420.0,24000.0,26700.0,73035.71400000004,7950.0
2011-11-03,19340.0,23300.0,26000.0,71468.42400000001,8095.0
2011-11-04,20100.0,24850.0,26380.0,73192.44300000001,7805.0
2011-11-07,19860.0,24100.0,27040.0,71781.88200000001,7870.0
2011-11-08,19400.0,23000.0,26860.0,72565.52700000003,7940.0
2011-11-09,19700.0,22050.0,28700.0,76170.29400000002,7905.0
2011-11-10,18700.0,21500.0,28260.0,72408.79800000001,8295.0
2011-11-11,19660.0,21550.0,28440.0,74289.54600000003,8100.0
2011-11-14,19920.0,22300.0,28380.0,75543.37800000001,7930.0
2011-11-15,19920.0,22050.0,27540.0,77580.85500000001,7985.0
2011-11-16,19500.0,22350.0,27640.0,75856.83600000001,8150.0
2011-11-17,19600.0,23200.0,28340.0,77424.12600000003,8040.0
2011-11-18,19260.0,23300.0,27940.0,74446.27500000002,8230.0
2011-11-21,19000.0,22900.0,27680.0,73035.71400000004,8315.0
2011-11-22,19260.0,23250.0,28340.0,76013.56500000003,8275.0
2011-11-23,18700.0,21850.0,28300.0,73505.90100000001,8490.0
2011-11-24,18860.0,22150.0,28740.0,74603.00400000003,8450.0
2011-11-25,18940.0,21750.0,28540.0,76953.93900000001,8535.0
2011-11-28,19560.0,23300.0,29400.0,77580.85500000001,8300.0
2011-11-29,20100.0,23400.0,29260.0,78834.68700000003,8080.0
2011-11-30,20080.0,22950.0,29200.0,77737.58400000003,8135.0
2011-12-01,21480.0,23450.0,27760.0,71154.96600000001,7775.0
2011-12-02,21000.0,23100.0,27900.0,71781.88200000001,7780.0
2011-12-05,21320.0,23250.0,28200.0,72565.52700000003,7750.0
2011-12-06,20880.0,22750.0,27600.0,72565.52700000003,7835.0
2011-12-07,21120.0,22400.0,27320.0,69587.67600000004,7765.0
2011-12-08,21280.0,22050.0,27040.0,70528.05000000003,7795.0
2011-12-09,21060.0,21400.0,26640.0,67706.92800000001,8010.0
2011-12-12,21680.0,22250.0,27600.0,71154.96600000001,7885.0
2011-12-13,21000.0,22650.0,26820.0,71311.69500000004,8040.0
2011-12-14,20800.0,22850.0,26960.0,68333.84400000001,8065.0
2011-12-15,20300.0,22750.0,26560.0,67706.92800000001,8275.0
2011-12-16,20900.0,22150.0,27340.0,68177.11500000003,8170.0
2011-12-19,20140.0,20850.0,26500.0,65669.45100000003,8450.0
2011-12-20,20240.0,20750.0,25640.0,63318.51600000001,8375.0
2011-12-21,21140.0,21350.0,25740.0,69587.67600000004,8095.0
2011-12-22,21040.0,21150.0,25660.0,69274.21800000002,8105.0
2011-12-23,21360.0,21700.0,25560.0,68804.03100000003,7990.0
2011-12-26,21320.0,21600.0,25200.0,67550.19900000001,8045.0
2011-12-27,21460.0,21100.0,24720.0,68020.38600000001,8140.0
2011-12-28,21220.0,21150.0,24320.0,65826.18000000001,8145.0
2011-12-29,21160.0,21950.0,24000.0,66139.63800000004,8150.0
2012-01-02,21600.0,23450.0,24740.0,65512.722000000016,8130.0
2012-01-03,22100.0,23650.0,25420.0,68804.03100000003,7865.0
2012-01-04,21600.0,23850.0,24900.0,68804.03100000003,7920.0
2012-01-05,21100.0,24000.0,25120.0,67863.65700000004,7925.0
2012-01-06,20800.0,24400.0,24400.0,67863.65700000004,8045.0
2012-01-09,20320.0,23850.0,25040.0,67706.92800000001,8145.0
2012-01-10,20520.0,24350.0,26280.0,67706.92800000001,7990.0
2012-01-11,20420.0,24250.0,26400.0,68960.76000000001,8030.0
2012-01-12,20560.0,24150.0,25900.0,69587.67600000004,7965.0
2012-01-13,20920.0,25150.0,25060.0,69587.67600000004,7880.0
2012-01-16,20600.0,25400.0,25840.0,68960.76000000001,7960.0
2012-01-17,20720.0,25550.0,26500.0,70214.59200000003,7800.0
2012-01-18,20600.0,25250.0,26200.0,71311.69500000004,7810.0
2012-01-19,21440.0,26300.0,26200.0,71938.61100000003,7685.0
2012-01-20,22100.0,26950.0,25580.0,70057.86300000001,7525.0
2012-01-25,22280.0,27450.0,25140.0,68020.38600000001,7490.0
2012-01-26,22260.0,27050.0,25500.0,68960.76000000001,7480.0
2012-01-27,22500.0,26000.0,25800.0,67863.65700000004,7475.0
2012-01-30,22300.0,26250.0,26240.0,66139.63800000004,7560.0
2012-01-31,22140.0,26850.0,26380.0,66453.09600000003,7530.0
2012-02-01,21580.0,27200.0,25840.0,65826.18000000001,7510.0
2012-02-02,21600.0,27300.0,24820.0,65982.90900000001,7415.0
2012-02-03,21320.0,26300.0,24460.0,68177.11500000003,7465.0
