datetime,open,high,low,close,trading_value,buy_taking_trading_value,sell_taking_trading_value
2021-06-02 09:00:29.490936,271500.0,272500.0,270500.0,272000.0,4647184500.0,1442450000.0,1418536000.0
2021-06-02 09:02:26.425705,271500.0,272000.0,270000.0,270000.0,4745393000.0,1198592500.0,3546800500.0
2021-06-02 09:06:30.126724,270000.0,270500.0,269000.0,269000.0,4649481500.0,463121500.0,4186360000.0
2021-06-02 09:07:17.019555,269000.0,271000.0,268500.0,269500.0,4650964000.0,1317388500.0,3333575500.0
2021-06-02 09:13:36.851832,269500.0,271000.0,269000.0,270000.0,5268982000.0,2572565000.0,2696417000.0
2021-06-02 09:21:18.855909,270000.0,270500.0,269000.0,270000.0,4642205500.0,1649694500.0,2992511000.0
2021-06-02 09:29:39.294919,269500.0,271000.0,269500.0,270000.0,4855200000.0,2414120500.0,2441079500.0
2021-06-02 09:48:44.366714,270000.0,270500.0,269500.0,269500.0,4778917000.0,1501170000.0,3277747000.0
2021-06-02 10:06:01.998312,269500.0,270000.0,269000.0,269500.0,4665170500.0,1373471500.0,3291699000.0
2021-06-02 10:20:44.346836,269500.0,270000.0,269000.0,269000.0,4983680000.0,537121500.0,4446558500.0
2021-06-02 10:30:34.209187,269000.0,269000.0,268500.0,268500.0,6433071500.0,894156000.0,5538915500.0
2021-06-02 10:36:39.686563,268000.0,268500.0,267500.0,267500.0,4634355000.0,197793500.0,4436561500.0
2021-06-02 10:37:23.987604,268000.0,269000.0,267500.0,268000.0,4650160500.0,1510909500.0,3139251000.0
2021-06-02 10:47:49.286041,268000.0,268000.0,267500.0,267500.0,4692755000.0,1099872000.0,3592883000.0
2021-06-02 10:54:56.156454,268000.0,268000.0,267000.0,267500.0,4646036500.0,1396093500.0,3249943000.0
2021-06-02 11:06:55.530695,267500.0,268000.0,267000.0,267500.0,4634846000.0,1874867500.0,2759978500.0
2021-06-02 11:35:32.651169,267500.0,268000.0,267000.0,267000.0,4656600000.0,1121328000.0,3535272000.0
2021-06-02 11:57:52.829248,267000.0,268000.0,267000.0,267500.0,4803714000.0,1893280000.0,2910434000.0
2021-06-02 12:23:44.133027,267500.0,268000.0,267000.0,267500.0,4960057000.0,2639444000.0,2315263000.0
2021-06-02 12:36:09.021253,267500.0,268000.0,267500.0,268000.0,4639510500.0,1572088000.0,3067422500.0
2021-06-02 13:14:26.103387,267500.0,268500.0,267500.0,268000.0,4959117500.0,3089375500.0,1869742000.0
2021-06-02 13:35:06.560066,268000.0,268000.0,267500.0,267500.0,4868780000.0,2299440000.0,2569340000.0
2021-06-02 14:05:15.209601,267500.0,268000.0,267000.0,267500.0,4637139000.0,1512003000.0,3125136000.0
2021-06-02 14:16:41.358052,267000.0,268000.0,267000.0,267500.0,4891374500.0,2176552000.0,2714822500.0
2021-06-02 14:36:09.233432,267500.0,268000.0,267000.0,267000.0,4705144000.0,903448000.0,3801696000.0
2021-06-02 14:58:29.154358,267000.0,267500.0,267000.0,267000.0,5063806500.0,938122500.0,4125684000.0
2021-06-02 15:08:48.643977,267000.0,267500.0,266500.0,266500.0,4704774000.0,551361500.0,4153412500.0
2021-06-02 15:15:12.167940,266500.0,267000.0,266500.0,266500.0,10724539500.0,2444118000.0,1875893500.0
2021-06-03 09:00:08.839234,266000.0,268000.0,266000.0,267000.0,4604702000.0,2077986000.0,1072760000.0
2021-06-03 09:04:09.816173,267000.0,267500.0,266000.0,266500.0,4506056000.0,1697456500.0,2808599500.0
2021-06-03 09:13:09.137821,267000.0,267000.0,265500.0,265500.0,4588424500.0,896571500.0,3691853000.0
2021-06-03 09:17:57.384398,265500.0,266000.0,264500.0,264500.0,4540183500.0,700027500.0,3840156000.0
2021-06-03 09:20:38.332784,264500.0,266000.0,264500.0,265000.0,4572323000.0,2075496500.0,2496826500.0
2021-06-03 09:28:34.009182,264500.0,265500.0,264000.0,264500.0,4504128500.0,1315882500.0,3188246000.0
2021-06-03 09:35:53.653238,264500.0,265500.0,264000.0,265500.0,5156747500.0,3530413000.0,1626334500.0
2021-06-03 09:54:10.490865,265500.0,267500.0,265500.0,267500.0,4718471000.0,3718029000.0,1000442000.0
2021-06-03 10:07:19.634262,267500.0,268000.0,266500.0,267500.0,4527298500.0,1519637500.0,3007127000.0
2021-06-03 10:30:19.305532,267000.0,267500.0,266500.0,267500.0,5202036000.0,2605205500.0,2596830500.0
2021-06-03 10:53:33.306616,267500.0,269500.0,267500.0,269000.0,4507317000.0,3989582500.0,517734500.0
2021-06-03 10:57:59.746473,269000.0,269500.0,268500.0,269000.0,4934463500.0,2941094000.0,1993100500.0
2021-06-03 11:18:55.454886,269000.0,269500.0,268500.0,269000.0,4543402000.0,1887629500.0,2655772500.0
2021-06-03 11:41:44.539287,269000.0,269500.0,268500.0,269500.0,4549705000.0,4042407500.0,507297500.0
2021-06-03 11:57:16.810744,269500.0,270500.0,269500.0,270000.0,4505441500.0,4022733000.0,482708500.0
2021-06-03 12:03:09.798922,270500.0,270500.0,269500.0,270000.0,4578887500.0,2603539000.0,1975348500.0
2021-06-03 12:17:54.241661,270000.0,271000.0,270000.0,270000.0,4637902000.0,2697826000.0,1940076000.0
2021-06-03 12:42:13.907500,270000.0,270500.0,270000.0,270500.0,5143386500.0,4028556500.0,1114830000.0
2021-06-03 13:07:50.671794,270500.0,271000.0,270500.0,271000.0,4631091500.0,4516940500.0,114151000.0
2021-06-03 13:09:02.053639,271000.0,272000.0,271000.0,271500.0,4720249000.0,2752847500.0,1967401500.0
2021-06-03 13:13:17.967796,271500.0,271500.0,270500.0,270500.0,5158338500.0,1030657500.0,4127681000.0
2021-06-03 13:43:11.280566,270500.0,270500.0,268500.0,269000.0,5210672500.0,2029521500.0,3181151000.0
2021-06-03 14:03:45.721543,269000.0,269500.0,268500.0,268500.0,5224320000.0,1636089000.0,3588231000.0
2021-06-03 14:25:58.042422,268500.0,269000.0,267500.0,268000.0,4525507000.0,1586830000.0,2938677000.0
2021-06-03 14:42:37.093440,268000.0,268000.0,267500.0,267500.0,4882016000.0,961852000.0,3920164000.0
2021-06-03 14:57:10.033401,267500.0,267500.0,267000.0,267000.0,4518891000.0,1317705000.0,3201186000.0
2021-06-03 15:13:23.725605,267500.0,267500.0,266500.0,266500.0,11503679000.0,803859500.0,3230890500.0
2021-06-04 09:00:36.467089,265500.0,268000.0,265500.0,267500.0,4491447500.0,1810403500.0,537928000.0
2021-06-04 09:02:29.925172,267500.0,267500.0,265500.0,265500.0,4519789000.0,884820500.0,3634968500.0
2021-06-04 09:08:06.141162,265500.0,265500.0,264500.0,264500.0,4964518000.0,1337558500.0,3626959500.0
2021-06-04 09:13:57.012360,264500.0,265000.0,264000.0,264500.0,4487973000.0,2470539500.0,2017433500.0
2021-06-04 09:19:58.901059,264500.0,265000.0,264000.0,264500.0,4450893000.0,2691552500.0,1759340500.0
2021-06-04 09:25:57.536039,265000.0,265000.0,264000.0,264000.0,4898415000.0,825254000.0,4073161000.0
2021-06-04 09:33:15.092119,264000.0,264000.0,263000.0,263000.0,4458256000.0,192589000.0,4265667000.0
2021-06-04 09:36:14.124816,263000.0,263500.0,263000.0,263500.0,4482299000.0,3736957000.0,745342000.0
2021-06-04 09:41:22.686268,263500.0,264500.0,263000.0,264000.0,4538379000.0,2951341000.0,1587038000.0
2021-06-04 09:54:45.531831,264000.0,264000.0,263500.0,263500.0,4637441000.0,1446456000.0,3190985000.0
2021-06-04 10:28:02.461251,263500.0,264000.0,263000.0,263000.0,4463287000.0,503440500.0,3959846500.0
2021-06-04 10:43:51.731732,263000.0,263500.0,263000.0,263500.0,4466229500.0,3445789500.0,1020440000.0
2021-06-04 11:02:46.298142,263500.0,264000.0,263500.0,264000.0,4936422500.0,4023131500.0,913291000.0
2021-06-04 11:22:33.486400,264000.0,265000.0,264000.0,264500.0,4444155500.0,3146006500.0,1298149000.0
2021-06-04 12:00:33.748731,264500.0,265000.0,264000.0,265000.0,4465920000.0,2450847000.0,2014544000.0
2021-06-04 12:39:00.147660,265000.0,266500.0,265000.0,266500.0,4472142000.0,3407019500.0,1065122500.0
2021-06-04 12:54:47.853396,266500.0,267500.0,266000.0,267000.0,4460874000.0,3600272000.0,860602000.0
