datetime,open,high,low,close,trading_value,buy_taking_trading_value,sell_taking_trading_value
2021-06-02 09:00:32.751040,128000.0,128000.0,127500.0,127500.0,7259191000.0,29184000.0,312375000.0
2021-06-02 09:00:35.320589,127500.0,128500.0,127000.0,128500.0,7240471500.0,4362283500.0,2878188000.0
2021-06-02 09:01:39.773442,128500.0,129000.0,128000.0,129000.0,9176051000.0,8532137500.0,643913500.0
2021-06-02 09:02:30.389971,129000.0,129500.0,128500.0,129500.0,7246319500.0,5519028500.0,1727291000.0
2021-06-02 09:04:17.759304,129000.0,129500.0,129000.0,129000.0,8360320500.0,1893937500.0,6466383000.0
2021-06-02 09:06:28.083296,129500.0,129500.0,128500.0,128500.0,7396950500.0,885358000.0,6511592500.0
2021-06-02 09:07:10.659707,128500.0,129000.0,128000.0,128500.0,7249681500.0,2975567000.0,4274114500.0
2021-06-02 09:08:13.897319,128000.0,128500.0,127500.0,127500.0,7271782000.0,742358000.0,6529424000.0
2021-06-02 09:09:25.604724,127500.0,128000.0,127500.0,128000.0,7244717000.0,3045632000.0,4199085000.0
2021-06-02 09:13:15.824239,128000.0,128000.0,127500.0,127500.0,9688662500.0,1061120000.0,8627542500.0
2021-06-02 09:16:17.170084,127500.0,127500.0,127000.0,127500.0,7242378000.0,2938875000.0,4303503000.0
2021-06-02 09:21:42.775511,127000.0,127500.0,127000.0,127000.0,9028037000.0,1195185000.0,7832852000.0
2021-06-02 09:24:32.273947,127000.0,127500.0,126500.0,126500.0,7259287500.0,318398500.0,6940889000.0
2021-06-02 09:25:15.935471,126500.0,127000.0,126500.0,126500.0,7673334500.0,635254000.0,7038080500.0
2021-06-02 09:28:07.711839,126500.0,127000.0,126000.0,126500.0,7523135000.0,1191521000.0,6331614000.0
2021-06-02 09:30:43.457646,126500.0,126500.0,126000.0,126500.0,8536580000.0,7989740000.0,546840000.0
2021-06-02 09:32:58.425012,126500.0,127000.0,126500.0,127000.0,7715253000.0,6820645000.0,894608000.0
2021-06-02 09:36:34.876973,127000.0,127500.0,126500.0,127500.0,7253589500.0,4314590000.0,2938999500.0
2021-06-02 09:41:06.117113,127500.0,127500.0,127000.0,127500.0,10076567000.0,8615940000.0,1460627000.0
2021-06-02 09:54:22.269859,127500.0,128000.0,127500.0,127500.0,8171895000.0,4292580000.0,3879315000.0
2021-06-02 09:56:37.391332,127500.0,128000.0,127500.0,128000.0,7246911000.0,4521216000.0,2725695000.0
2021-06-02 10:21:18.170374,127500.0,128000.0,127500.0,127500.0,7574062500.0,1221120000.0,6352942500.0
2021-06-02 10:27:34.340984,127500.0,128000.0,127000.0,127500.0,7241496500.0,1231183000.0,6010313500.0
2021-06-02 10:34:52.742882,127500.0,127500.0,127000.0,127500.0,7291850500.0,5380627500.0,1911223000.0
2021-06-02 10:50:30.807315,127000.0,127500.0,127000.0,127500.0,9407984500.0,6982792500.0,2425192000.0
2021-06-02 11:09:33.735269,127500.0,128000.0,127000.0,127500.0,7252801000.0,5934225000.0,1318576000.0
2021-06-02 11:17:55.443163,127500.0,128000.0,127500.0,127500.0,7990585000.0,1313920000.0,6676665000.0
2021-06-02 11:26:55.016402,127500.0,128000.0,127000.0,127000.0,7288221500.0,2967842500.0,4320379000.0
2021-06-02 11:53:12.599324,127000.0,127500.0,127000.0,127000.0,7242584500.0,3828697500.0,3413887000.0
2021-06-02 12:14:55.064497,127000.0,127500.0,127000.0,127500.0,7603145000.0,5126010000.0,2477135000.0
2021-06-02 12:35:07.757268,127000.0,127500.0,127000.0,127000.0,7381570000.0,2448255000.0,4933315000.0
2021-06-02 12:48:03.859979,127000.0,127500.0,127000.0,127000.0,8043084000.0,44370000.0,7998714000.0
2021-06-02 12:49:05.623730,127000.0,127500.0,126500.0,127000.0,7266134000.0,391797000.0,6874337000.0
2021-06-02 12:50:08.441583,127000.0,127000.0,126500.0,126500.0,7320101000.0,2069592000.0,5250509000.0
2021-06-02 13:22:18.021882,127000.0,127000.0,126500.0,127000.0,7242015500.0,2639060000.0,4602955500.0
2021-06-02 13:48:06.032245,126500.0,127000.0,126500.0,127000.0,7243343000.0,2558542000.0,4684801000.0
2021-06-02 14:12:34.041365,127000.0,127000.0,126500.0,126500.0,7241258000.0,2992882000.0,4248376000.0
2021-06-02 14:43:18.989074,126500.0,127000.0,126500.0,127000.0,7251726500.0,4302379000.0,2949347500.0
2021-06-02 15:02:03.163192,127000.0,127000.0,126500.0,126500.0,7240842000.0,3786886000.0,3453956000.0
2021-06-02 15:14:55.244888,126500.0,127000.0,126500.0,126500.0,7249679000.0,3589528000.0,3660151000.0
2021-06-02 15:19:51.189320,127000.0,127000.0,126500.0,127000.0,19599541500.0,210820000.0,157492500.0
2021-06-03 09:00:14.322787,127500.0,128000.0,127000.0,127500.0,7241528500.0,2346009000.0,1863697000.0
2021-06-03 09:04:35.175918,127000.0,127500.0,127000.0,127500.0,7436900000.0,6550440000.0,886460000.0
2021-06-03 09:07:35.607629,127500.0,128500.0,127500.0,128000.0,7238095000.0,6057734000.0,1180361000.0
2021-06-03 09:09:56.048514,128000.0,128500.0,127500.0,128500.0,7276543500.0,6262137500.0,1014406000.0
2021-06-03 09:17:04.153778,128000.0,128500.0,128000.0,128000.0,7245266000.0,1665874000.0,5579392000.0
2021-06-03 09:21:30.803823,128000.0,128500.0,127500.0,128000.0,8933837000.0,7260253500.0,1673583500.0
2021-06-03 09:26:18.081515,128000.0,128000.0,127500.0,127500.0,7428582500.0,1057280000.0,6371302500.0
2021-06-03 09:31:35.139760,127500.0,127500.0,127000.0,127000.0,7362722000.0,410422500.0,6952299500.0
